devanagari,iast,slp1,count,pct,slot1,slot2,slot3,slot4,slot5
ण्ड्रा,ṇḍrā,RqrA,38,0.0003,1,12,14,4,7
ङ्कृ,ṅkṛ,Nkf,38,0.0003,17,4,5,11,1
ज्ञु,jñu,jYu,38,0.0003,22,13,3,0,0
यीः,yīḥ,yIH,38,0.0003,35,0,0,3,0
न्द्रौ,ndrau,ndrO,38,0.0003,6,16,5,9,2
ष्ठ्ये,ṣṭhye,zWye,38,0.0003,34,1,3,0,0
भ्वा,bhvā,BvA,38,0.0003,36,0,0,2,0
ब्य,bya,bya,38,0.0003,1,18,11,8,0
त्त्वां,ttvāṃ,ttvAM,38,0.0003,1,6,16,9,6
र्धः,rdhaḥ,rDaH,38,0.0003,33,0,3,1,1
घ्नीं,ghnīṃ,GnIM,38,0.0003,15,9,8,5,1
येः,yeḥ,yeH,38,0.0003,6,22,5,3,2
ल्पां,lpāṃ,lpAM,38,0.0003,1,17,10,6,4
ग्धां,gdhāṃ,gDAM,38,0.0003,2,9,14,10,3
ष्क्वा,ṣkvā,zkvA,38,0.0003,0,1,32,4,1
ञ्जै,ñjai,YjE,38,0.0003,0,0,3,24,11
ङ्कुं,ṅkuṃ,NkuM,38,0.0003,31,3,2,2,0
ग्नै,gnai,gnE,38,0.0003,0,20,10,8,0
क्मी,kmī,kmI,38,0.0003,1,8,26,1,2
श्वी,śvī,SvI,37,0.0003,13,8,7,8,1
सैं,saiṃ,sEM,37,0.0003,0,0,7,28,2
द्र्या,dryā,dryA,37,0.0003,2,18,8,8,1
ल्की,lkī,lkI,37,0.0003,0,3,20,10,4
ग्यै,gyai,gyE,37,0.0003,1,3,21,4,8
र्काः,rkāḥ,rkAH,37,0.0003,27,7,1,2,0
भ्व,bhva,Bva,37,0.0003,33,2,0,0,2
ङ्क्तिं,ṅktiṃ,NktiM,37,0.0003,23,3,2,7,2
ष्ण्ये,ṣṇye,zRye,37,0.0003,16,8,4,6,3
ह्वीः,hvīḥ,hvIH,37,0.0003,25,6,0,6,0
र्नै,rnai,rnE,37,0.0003,0,2,17,11,7
ड्ग्र,ḍgra,qgra,37,0.0003,0,1,22,11,3
च्छ्या,cchyā,cCyA,37,0.0003,13,1,19,4,0
प्त्रे,ptre,ptre,37,0.0003,28,2,5,2,0
न्योः,nyoḥ,nyoH,37,0.0003,16,13,4,4,0
प्छ,pcha,pCa,37,0.0003,35,0,0,1,1
क्त्यृ,ktyṛ,ktyf,37,0.0003,1,29,4,1,2
म्लः,mlaḥ,mlaH,37,0.0003,0,6,16,14,1
क्ष्णां,kṣṇāṃ,kzRAM,37,0.0003,0,13,9,11,4
च्छ्वे,cchve,cCve,37,0.0003,3,10,6,16,2
ष्प्रे,ṣpre,zpre,37,0.0003,0,20,8,8,1
ङ्क्ष्य,ṅkṣya,Nkzya,37,0.0003,2,17,6,12,0
ह्रां,hrāṃ,hrAM,37,0.0003,0,0,0,33,4
त्थाः,tthāḥ,tTAH,36,0.0003,13,3,12,7,1
क्को,kko,kko,36,0.0003,0,3,10,15,8
यिः,yiḥ,yiH,36,0.0003,34,1,0,0,1
स्त्वो,stvo,stvo,36,0.0003,3,4,8,17,4
ष्टेः,ṣṭeḥ,zweH,36,0.0003,12,2,13,6,3
ष्टुः,ṣṭuḥ,zwuH,36,0.0003,17,5,6,4,4
म्मु,mmu,mmu,36,0.0003,4,0,4,10,18
ड्म,ḍma,qma,36,0.0003,0,5,19,10,2
ज्जो,jjo,jjo,36,0.0003,3,9,12,12,0
द्द्रा,ddrā,ddrA,36,0.0003,2,0,2,27,5
द्ना,dnā,dnA,36,0.0003,10,16,9,1,0
ण्णाः,ṇṇāḥ,RRAH,36,0.0003,4,9,19,2,2
र्मैः,rmaiḥ,rmEH,36,0.0003,5,17,7,4,3
क्ष्मां,kṣmāṃ,kzmAM,36,0.0003,1,5,12,16,2
ण्ठ्या,ṇṭhyā,RWyA,36,0.0003,2,3,11,17,3
ष्णैः,ṣṇaiḥ,zREH,36,0.0003,1,5,23,6,1
श्रः,śraḥ,SraH,36,0.0003,3,9,15,6,3
ष्कां,ṣkāṃ,zkAM,36,0.0003,0,7,7,18,4
ग्जि,gji,gji,36,0.0003,0,12,15,8,1
द्भै,dbhai,dBE,36,0.0003,1,0,5,28,2
ङ्क्त्वा,ṅktvā,NktvA,36,0.0003,8,12,9,6,1
न्गु,ngu,ngu,36,0.0003,1,4,5,22,4
ग्धुं,gdhuṃ,gDuM,36,0.0003,1,15,18,1,1
म्यैः,myaiḥ,myEH,36,0.0003,18,9,6,2,1
र्कौ,rkau,rkO,35,0.0002,4,6,9,9,7
ङ्ग्रा,ṅgrā,NgrA,35,0.0002,1,2,8,14,10
फाः,phāḥ,PAH,35,0.0002,21,3,6,4,1
त्खि,tkhi,tKi,35,0.0002,30,0,3,1,1
म्मा,mmā,mmA,35,0.0002,10,7,6,7,5
य्याः,yyāḥ,yyAH,35,0.0002,15,16,2,2,0
क्त्यो,ktyo,ktyo,35,0.0002,9,5,9,9,3
ह्नै,hnai,hnE,35,0.0002,4,7,15,3,6
ज्झ,jjha,jJa,35,0.0002,2,13,12,7,1
वोः,voḥ,voH,35,0.0002,25,4,5,1,0
श्मे,śme,Sme,35,0.0002,22,4,2,7,0
ज्मा,jmā,jmA,35,0.0002,32,0,1,0,2
क्ष्मि,kṣmi,kzmi,35,0.0002,8,12,8,4,3
द्वः,dvaḥ,dvaH,35,0.0002,6,5,15,6,3
र्तेः,rteḥ,rteH,35,0.0002,4,9,9,9,4
ङ्ग्व,ṅgva,Ngva,35,0.0002,1,9,21,3,1
ड्दा,ḍdā,qdA,35,0.0002,0,0,21,10,4
प्लो,plo,plo,35,0.0002,1,1,24,9,0
ब्धै,bdhai,bDE,35,0.0002,1,15,8,9,2
ह्म्या,hmyā,hmyA,34,0.0002,0,17,3,11,3
स्थैः,sthaiḥ,sTEH,34,0.0002,2,11,15,5,1
ङ्क्त्या,ṅktyā,NktyA,34,0.0002,20,5,6,3,0
ह्वाः,hvāḥ,hvAH,34,0.0002,19,8,3,4,0
ह्व्,hv,hv,34,0.0002,17,8,5,4,0
क्रीं,krīṃ,krIM,34,0.0002,4,0,0,22,8
न्ध्रं,ndhraṃ,nDraM,34,0.0002,0,6,7,16,5
ङ्गुः,ṅguḥ,NguH,34,0.0002,0,1,12,18,3
ग्वै,gvai,gvE,34,0.0002,27,0,4,1,2
र्षीः,rṣīḥ,rzIH,34,0.0002,6,24,1,2,1
जीं,jīṃ,jIM,34,0.0002,8,9,14,3,0
पूं,pūṃ,pUM,34,0.0002,18,8,4,4,0
ब्दैः,bdaiḥ,bdEH,34,0.0002,5,13,6,6,4
र्कैः,rkaiḥ,rkEH,34,0.0002,31,0,2,1,0
ग्र्यां,gryāṃ,gryAM,34,0.0002,0,24,9,1,0
क्त्रः,ktraḥ,ktraH,34,0.0002,0,11,14,8,1
र्णीं,rṇīṃ,rRIM,34,0.0002,10,11,8,4,1
घ्या,ghyā,GyA,34,0.0002,17,2,5,5,5
ष्ट्रां,ṣṭrāṃ,zwrAM,34,0.0002,7,20,3,2,2
न्ध्ये,ndhye,nDye,34,0.0002,2,8,7,13,4
ञ्च्य,ñcya,Ycya,34,0.0002,1,6,7,11,9
न्ध्यां,ndhyāṃ,nDyAM,34,0.0002,4,4,6,13,7
न्द्यु,ndyu,ndyu,34,0.0002,1,12,10,8,3
ल्पौ,lpau,lpO,33,0.0002,0,15,8,7,3
र्जः,rjaḥ,rjaH,33,0.0002,15,2,4,11,1
म्ब्वा,mbvā,mbvA,33,0.0002,0,8,21,3,1
न्व्या,nvyā,nvyA,33,0.0002,0,3,15,14,1
ल्यैः,lyaiḥ,lyEH,33,0.0002,2,14,9,7,1
ट्छ,ṭcha,wCa,33,0.0002,3,4,13,12,1
न्थिः,nthiḥ,nTiH,33,0.0002,5,2,11,13,2
ध्राः,dhrāḥ,DrAH,33,0.0002,13,14,3,2,1
ड्ढि,ḍḍhi,qQi,33,0.0002,33,0,0,0,0
स्व्य्,svy,svy,33,0.0002,32,0,0,1,0
ग्र्यः,gryaḥ,gryaH,33,0.0002,1,24,2,5,1
ङ्ग्र,ṅgra,Ngra,33,0.0002,2,0,6,20,5
ङ,ṅa,Na,33,0.0002,0,24,2,6,1
स्यैः,syaiḥ,syEH,33,0.0002,8,12,12,1,0
श्रैः,śraiḥ,SrEH,33,0.0002,5,1,17,4,6
क्क्षी,kkṣī,kkzI,33,0.0002,0,0,19,13,1
र्खो,rkho,rKo,33,0.0002,2,8,4,17,2
स्फ्यं,sphyaṃ,sPyaM,33,0.0002,30,0,0,0,3
ग्ण,gṇa,gRa,33,0.0002,4,14,7,5,3
भ्रै,bhrai,BrE,33,0.0002,1,11,9,6,6
त्क्व,tkva,tkva,33,0.0002,0,6,16,10,1
ज्ञ्,jñ,jY,33,0.0002,5,28,0,0,0
ड्गी,ḍgī,qgI,32,0.0002,0,18,7,5,2
द्व्यो,dvyo,dvyo,32,0.0002,2,0,4,25,1
ण्टु,ṇṭu,Rwu,32,0.0002,3,1,8,18,2
क्स्रो,ksro,ksro,32,0.0002,0,7,21,4,0
र्क्ष्यं,rkṣyaṃ,rkzyaM,32,0.0002,2,3,5,20,2
ञ्च्या,ñcyā,YcyA,32,0.0002,5,0,3,21,3
र्ध्वाः,rdhvāḥ,rDvAH,32,0.0002,32,0,0,0,0
थ्न,thna,Tna,32,0.0002,14,10,4,4,0
र्क्ष्यो,rkṣyo,rkzyo,32,0.0002,15,2,5,10,0
र्द्या,rdyā,rdyA,32,0.0002,1,2,10,19,0
द्रुः,druḥ,druH,32,0.0002,4,0,7,20,1
ध्रौ,dhrau,DrO,32,0.0002,23,2,3,2,2
भ्यू,bhyū,ByU,32,0.0002,18,1,6,6,1
श्राः,śrāḥ,SrAH,32,0.0002,13,8,6,5,0
स्त्यु,styu,styu,32,0.0002,2,6,16,8,0
त्नाः,tnāḥ,tnAH,32,0.0002,22,4,5,1,0
ण्वः,ṇvaḥ,RvaH,32,0.0002,15,10,4,1,2
र्मिः,rmiḥ,rmiH,32,0.0002,18,8,0,6,0
द्ध्यु,ddhyu,dDyu,32,0.0002,2,11,9,9,1
स्थ्नां,sthnāṃ,sTnAM,32,0.0002,1,7,21,1,2
ण्डूं,ṇḍūṃ,RqUM,32,0.0002,0,6,13,9,4
श्यि,śyi,Syi,32,0.0002,4,6,20,0,2
र्ह्ये,rhye,rhye,32,0.0002,13,2,8,8,1
ग्र्ये,grye,grye,32,0.0002,1,18,4,6,3
न्मौ,nmau,nmO,32,0.0002,0,9,7,13,3
न्बा,nbā,nbA,32,0.0002,3,0,7,16,6
त्स्प,tspa,tspa,32,0.0002,0,1,8,21,2
ट्पा,ṭpā,wpA,31,0.0002,1,21,4,3,2
क्थै,kthai,kTE,31,0.0002,28,1,1,1,0
ल्वः,lvaḥ,lvaH,31,0.0002,8,11,3,5,4
छं,chaṃ,CaM,31,0.0002,11,2,1,2,15
क्राः,krāḥ,krAH,31,0.0002,20,6,3,2,0
ङ्खाः,ṅkhāḥ,NKAH,31,0.0002,1,25,2,2,1
ध्मे,dhme,Dme,31,0.0002,28,0,1,1,1
ण्डूः,ṇḍūḥ,RqUH,31,0.0002,0,4,20,7,0
म्पं,mpaṃ,mpaM,31,0.0002,1,3,13,10,4
द्घु,dghu,dGu,31,0.0002,0,14,9,5,3
घ्वा,ghvā,GvA,31,0.0002,2,15,5,8,1
र्चां,rcāṃ,rcAM,31,0.0002,9,3,7,7,5
न्थां,nthāṃ,nTAM,31,0.0002,28,1,2,0,0
व्रो,vro,vro,31,0.0002,4,7,11,6,3
स्मां,smāṃ,smAM,31,0.0002,3,18,4,6,0
ह्नी,hnī,hnI,31,0.0002,7,2,9,11,2
स्तीं,stīṃ,stIM,31,0.0002,0,7,23,1,0
क्पि,kpi,kpi,31,0.0002,2,4,21,4,0
ङ्खौ,ṅkhau,NKO,31,0.0002,0,12,11,5,3
ण्ठ्य,ṇṭhya,RWya,31,0.0002,0,2,16,10,3
त्साः,tsāḥ,tsAH,31,0.0002,8,9,11,2,1
ह्मि,hmi,hmi,31,0.0002,11,2,11,6,1
र्द्धु,rddhu,rdDu,31,0.0002,3,10,9,2,7
प्यौ,pyau,pyO,31,0.0002,8,7,7,8,1
न्गृ,ngṛ,ngf,31,0.0002,13,1,6,9,2
प्तेः,pteḥ,pteH,31,0.0002,4,4,13,9,1
त्नैः,tnaiḥ,tnEH,31,0.0002,0,14,9,5,3
म्रः,mraḥ,mraH,30,0.0002,2,6,7,13,2
थोः,thoḥ,ToH,30,0.0002,2,6,17,5,0
त्कं,tkaṃ,tkaM,30,0.0002,15,1,2,11,1
ग्भ्यां,gbhyāṃ,gByAM,30,0.0002,18,2,6,2,2
म्भ्य,mbhya,mBya,30,0.0002,15,2,4,8,1
ड्गो,ḍgo,qgo,30,0.0002,1,14,3,12,0
ष्यौ,ṣyau,zyO,30,0.0002,4,14,5,6,1
ल्ल्य,llya,llya,30,0.0002,0,3,7,18,2
क्षिः,kṣiḥ,kziH,30,0.0002,6,1,14,8,1
र्त्री,rtrī,rtrI,30,0.0002,14,4,2,10,0
छो,cho,Co,30,0.0002,0,15,8,4,3
म्यौ,myau,myO,30,0.0002,4,20,3,2,1
द्गौ,dgau,dgO,30,0.0002,2,4,12,9,3
म्भोः,mbhoḥ,mBoH,30,0.0002,0,2,10,15,3
छू,chū,CU,30,0.0002,6,7,12,5,0
ज्जां,jjāṃ,jjAM,30,0.0002,0,4,11,11,4
म्पः,mpaḥ,mpaH,30,0.0002,0,6,11,10,3
द्ध्वं,ddhvaṃ,dDvaM,30,0.0002,2,22,3,2,1
ग्वृ,gvṛ,gvf,30,0.0002,2,11,8,9,0
न्क्षि,nkṣi,nkzi,30,0.0002,1,0,1,28,0
र्त्सि,rtsi,rtsi,30,0.0002,0,7,14,6,3
र्ध्नु,rdhnu,rDnu,30,0.0002,30,0,0,0,0
ञ्शा,ñśā,YSA,29,0.0002,0,19,3,6,1
ङ्कै,ṅkai,NkE,29,0.0002,1,8,7,12,1
फौ,phau,PO,29,0.0002,7,0,14,7,1
भ्ण,bhṇa,BRa,29,0.0002,27,0,2,0,0
र्योः,ryoḥ,ryoH,29,0.0002,22,2,1,2,2
ह्वोः,hvoḥ,hvoH,29,0.0002,11,4,6,4,4
च्ञा,cñā,cYA,29,0.0002,1,3,8,17,0
म्भृ,mbhṛ,mBf,29,0.0002,15,1,5,6,2
च्छेः,ccheḥ,cCeH,29,0.0002,1,24,1,3,0
न्त्र्यं,ntryaṃ,ntryaM,29,0.0002,2,1,8,16,2
ष्ट्यो,ṣṭyo,zwyo,29,0.0002,15,4,5,3,2
क्मे,kme,kme,29,0.0002,13,3,10,2,1
ग्वी,gvī,gvI,29,0.0002,2,16,5,6,0
म्भैः,mbhaiḥ,mBEH,29,0.0002,7,10,6,5,1
र्पीं,rpīṃ,rpIM,29,0.0002,0,6,19,4,0
त्त्वैः,ttvaiḥ,ttvEH,29,0.0002,0,17,9,2,1
र्घ्ये,rghye,rGye,29,0.0002,2,4,6,10,7
र्ध्र,rdhra,rDra,29,0.0002,1,24,3,1,0
म्बै,mbai,mbE,29,0.0002,0,6,18,3,2
ड्भे,ḍbhe,qBe,29,0.0002,0,2,16,11,0
र्श्यं,rśyaṃ,rSyaM,29,0.0002,0,8,14,5,2
र्ज्यं,rjyaṃ,rjyaM,29,0.0002,1,6,11,9,2
ण्णे,ṇṇe,RRe,29,0.0002,9,2,7,10,1
क्स्रु,ksru,ksru,29,0.0002,5,3,13,5,3
ज्ज्ञाः,jjñāḥ,jjYAH,29,0.0002,1,6,9,10,3
ग्द्र,gdra,gdra,29,0.0002,0,1,4,23,1
म्बां,mbāṃ,mbAM,29,0.0002,4,12,7,5,1
स्त्रां,strāṃ,strAM,29,0.0002,2,14,2,7,4
ञ्शि,ñśi,YSi,29,0.0002,7,10,6,5,1
त्कै,tkai,tkE,29,0.0002,1,19,7,2,0
ग्न्ये,gnye,gnye,29,0.0002,0,25,3,0,1
र्शु,rśu,rSu,28,0.0002,13,6,4,3,2
र्भौ,rbhau,rBO,28,0.0002,17,4,3,4,0
म्रु,mru,mru,28,0.0002,26,1,0,0,1
ह्मीं,hmīṃ,hmIM,28,0.0002,1,20,4,2,1
म्भुः,mbhuḥ,mBuH,28,0.0002,3,4,5,8,8
त्स्तो,tsto,tsto,28,0.0002,14,1,4,7,2
ङ्क्ताः,ṅktāḥ,NktAH,28,0.0002,28,0,0,0,0
ह्वै,hvai,hvE,28,0.0002,15,5,7,1,0
ग्घ,ggha,gGa,28,0.0002,11,4,9,4,0
क्थ्ये,kthye,kTye,28,0.0002,25,0,0,0,3
प्सो,pso,pso,28,0.0002,25,0,3,0,0
भ्याः,bhyāḥ,ByAH,28,0.0002,10,4,10,4,0
ङ्मू,ṅmū,NmU,28,0.0002,1,8,14,4,1
ह्ल,hla,hla,28,0.0002,0,15,8,3,2
ङ्धि,ṅdhi,NDi,28,0.0002,28,0,0,0,0
ण्ड्यं,ṇḍyaṃ,RqyaM,28,0.0002,2,9,8,9,0
क्थैः,kthaiḥ,kTEH,28,0.0002,27,0,0,0,1
क्ष्माः,kṣmāḥ,kzmAH,28,0.0002,3,6,11,5,3
ञः,ñaḥ,YaH,28,0.0002,0,25,3,0,0
शेः,śeḥ,SeH,28,0.0002,2,9,7,4,6
क्छ,kcha,kCa,28,0.0002,0,12,8,7,1
क्षोः,kṣoḥ,kzoH,28,0.0002,8,5,8,7,0
ल्काः,lkāḥ,lkAH,28,0.0002,6,16,4,2,0
ह्नेः,hneḥ,hneH,28,0.0002,0,9,7,8,4
त्थैः,tthaiḥ,tTEH,28,0.0002,0,0,8,17,3
र्ला,rlā,rlA,28,0.0002,1,1,8,9,9
र्है,rhai,rhE,28,0.0002,3,10,6,9,0
द्ब्रू,dbrū,dbrU,28,0.0002,1,3,5,16,3
घ्रै,ghrai,GrE,28,0.0002,0,25,1,1,1
त्पौ,tpau,tpO,28,0.0002,2,3,6,12,5
व्रुः,vruḥ,vruH,28,0.0002,5,20,2,1,0
जिः,jiḥ,jiH,28,0.0002,3,2,7,16,0
र्ष्व,rṣva,rzva,27,0.0002,5,6,9,6,1
द्ध्व,ddhva,dDva,27,0.0002,8,6,7,6,0
र्भ्यः,rbhyaḥ,rByaH,27,0.0002,20,7,0,0,0
ग्नीं,gnīṃ,gnIM,27,0.0002,15,7,4,1,0
त्षो,tṣo,tzo,27,0.0002,1,0,2,20,4
भ्नु,bhnu,Bnu,27,0.0002,27,0,0,0,0
स्सु,ssu,ssu,27,0.0002,18,6,1,0,2
ठ्यं,ṭhyaṃ,WyaM,27,0.0002,1,4,17,3,2
ग्दृ,gdṛ,gdf,27,0.0002,0,6,10,11,0
न्द्यां,ndyāṃ,ndyAM,27,0.0002,14,8,4,1,0
ल्मः,lmaḥ,lmaH,27,0.0002,1,14,9,3,0
त्त्रैः,ttraiḥ,ttrEH,27,0.0002,1,6,9,11,0
त्नां,tnāṃ,tnAM,27,0.0002,1,10,5,11,0
र्व्यः,rvyaḥ,rvyaH,27,0.0002,20,0,7,0,0
ट्प्र,ṭpra,wpra,27,0.0002,1,1,16,8,1
र्ष्णिं,rṣṇiṃ,rzRiM,27,0.0002,1,19,5,0,2
ण्ठीं,ṇṭhīṃ,RWIM,27,0.0002,0,4,16,5,2
ण्डीं,ṇḍīṃ,RqIM,27,0.0002,0,0,4,21,2
ब्भ,bbha,bBa,27,0.0002,9,11,3,4,0
न्न्या,nnyā,nnyA,27,0.0002,1,13,3,8,2
भ्रः,bhraḥ,BraH,27,0.0002,9,2,5,10,1
न्द्ये,ndye,ndye,27,0.0002,2,3,11,10,1
र्म्यां,rmyāṃ,rmyAM,27,0.0002,0,22,2,3,0
केः,keḥ,keH,27,0.0002,1,16,1,9,0
र्छे,rche,rCe,27,0.0002,15,11,0,1,0
ड्गै,ḍgai,qgE,27,0.0002,0,20,4,0,3
ख्युः,khyuḥ,KyuH,26,0.0002,7,14,0,5,0
द्द्वे,ddve,ddve,26,0.0002,6,1,8,10,1
स्रौ,srau,srO,26,0.0002,11,6,5,4,0
र्द्रु,rdru,rdru,26,0.0002,0,1,10,11,4
र्द्यो,rdyo,rdyo,26,0.0002,8,0,1,13,4
च्छाः,cchāḥ,cCAH,26,0.0002,1,10,11,1,3
र्ण्ये,rṇye,rRye,26,0.0002,0,13,8,2,3
ह्,h,h,26,0.0002,26,0,0,0,0
ङ्क्ती,ṅktī,NktI,26,0.0002,9,2,6,2,7
प्शि,pśi,pSi,26,0.0002,24,0,2,0,0
ञ्छे,ñche,YCe,26,0.0002,5,6,11,4,0
ह्मः,hmaḥ,hmaH,26,0.0002,5,6,10,5,0
ङ्काः,ṅkāḥ,NkAH,26,0.0002,6,7,8,2,3
न्थ्य,nthya,nTya,26,0.0002,11,0,13,1,1
र्कु,rku,rku,26,0.0002,10,1,1,10,4
द्ध्रि,ddhri,dDri,26,0.0002,14,6,2,3,1
स्योः,syoḥ,syoH,26,0.0002,24,2,0,0,0
र्ष्मा,rṣmā,rzmA,26,0.0002,7,11,6,1,1
श्रुः,śruḥ,SruH,26,0.0002,10,8,5,3,0
न्दैः,ndaiḥ,ndEH,26,0.0002,3,8,7,6,2
व्ली,vlī,vlI,26,0.0002,25,1,0,0,0
ध्नि,dhni,Dni,26,0.0002,11,3,9,0,3
ड्धा,ḍdhā,qDA,26,0.0002,1,11,5,9,0
भ्रूः,bhrūḥ,BrUH,26,0.0002,0,12,6,3,5
ध्मौ,dhmau,DmO,26,0.0002,0,20,1,5,0
र्हां,rhāṃ,rhAM,26,0.0002,2,21,1,2,0
ट्यः,ṭyaḥ,wyaH,26,0.0002,1,9,6,9,1
डृ,ḍṛ,qf,26,0.0002,14,2,5,5,0
ग्बु,gbu,gbu,26,0.0002,1,14,9,1,1
म्पां,mpāṃ,mpAM,26,0.0002,0,18,7,1,0
ल्क्यैः,lkyaiḥ,lkyEH,26,0.0002,26,0,0,0,0
ब्धु,bdhu,bDu,26,0.0002,0,9,13,4,0
व्व,vva,vva,26,0.0002,25,0,1,0,0
न्ध्रि,ndhri,nDri,26,0.0002,1,14,3,8,0
त्रूं,trūṃ,trUM,26,0.0002,10,16,0,0,0
र्यृ,ryṛ,ryf,25,0.0002,8,16,1,0,0
ग्घि,gghi,gGi,25,0.0002,20,2,2,1,0
ग्न्यः,gnyaḥ,gnyaH,25,0.0002,2,18,2,2,1
त्स्नः,tsnaḥ,tsnaH,25,0.0002,11,7,7,0,0
ल्य्,ly,ly,25,0.0002,13,5,1,5,1
क्ष्णाः,kṣṇāḥ,kzRAH,25,0.0002,0,11,9,3,2
ञ्जाः,ñjāḥ,YjAH,25,0.0002,9,6,3,4,3
ध्मो,dhmo,Dmo,25,0.0002,22,2,1,0,0
द्ध्र,ddhra,dDra,25,0.0002,1,8,12,2,2
ष्ट्याः,ṣṭyāḥ,zwyAH,25,0.0002,9,11,4,0,1
क्पू,kpū,kpU,25,0.0002,0,8,6,8,3
ढ्रं,ḍhraṃ,QraM,25,0.0002,3,2,10,6,4
क्सि,ksi,ksi,25,0.0002,0,4,10,11,0
र्ध्मा,rdhmā,rDmA,25,0.0002,0,0,8,14,3
र्खः,rkhaḥ,rKaH,25,0.0002,1,6,2,15,1
र्षीं,rṣīṃ,rzIM,25,0.0002,13,8,3,1,0
र्क्यं,rkyaṃ,rkyaM,25,0.0002,19,1,2,0,3
च्यौ,cyau,cyO,25,0.0002,22,0,2,0,1
द्मै,dmai,dmE,25,0.0002,0,8,9,5,3
ष्ट्यु,ṣṭyu,zwyu,25,0.0002,1,1,6,5,12
प्सू,psū,psU,25,0.0002,5,14,4,2,0
ग्ज्ञा,gjñā,gjYA,25,0.0002,0,0,14,10,1
त्स्त्री,tstrī,tstrI,25,0.0002,2,7,6,8,2
ल्क्ये,lkye,lkye,25,0.0002,18,2,2,3,0
क्षुं,kṣuṃ,kzuM,25,0.0002,6,5,9,3,2
ज्ज्ये,jjye,jjye,25,0.0002,2,13,6,4,0
श्यी,śyī,SyI,24,0.0002,0,0,19,5,0
ङ्क्या,ṅkyā,NkyA,24,0.0002,2,2,8,12,0
न्ध्री,ndhrī,nDrI,24,0.0002,0,17,5,0,2
ष्ण्वा,ṣṇvā,zRvA,24,0.0002,0,1,13,8,2
ल्फौ,lphau,lPO,24,0.0002,2,2,9,4,7
ल्गि,lgi,lgi,24,0.0002,0,6,12,6,0
र्क्,rk,rk,24,0.0002,23,0,1,0,0
द्रेः,dreḥ,dreH,24,0.0002,7,2,7,8,0
प्त्री,ptrī,ptrI,24,0.0002,20,0,2,2,0
स्तोः,stoḥ,stoH,24,0.0002,21,1,0,0,2
क्य्,ky,ky,24,0.0002,6,1,6,9,2
म्भौ,mbhau,mBO,24,0.0002,6,3,11,2,2
थ्याः,thyāḥ,TyAH,24,0.0002,4,6,10,4,0
न्त्र्ये,ntrye,ntrye,24,0.0002,6,1,3,14,0
न्वाः,nvāḥ,nvAH,24,0.0002,16,3,2,2,1
क्ष्यौ,kṣyau,kzyO,24,0.0002,18,3,3,0,0
र्कृ,rkṛ,rkf,24,0.0002,24,0,0,0,0
घ्न्ये,ghnye,Gnye,24,0.0002,24,0,0,0,0
र्दिं,rdiṃ,rdiM,24,0.0002,5,3,12,2,2
स्फ्या,sphyā,sPyA,24,0.0002,24,0,0,0,0
न्द्यो,ndyo,ndyo,24,0.0002,6,7,8,2,1
ण्वि,ṇvi,Rvi,24,0.0002,16,3,0,5,0
ट्टै,ṭṭai,wwE,24,0.0002,0,11,5,6,2
र्धृ,rdhṛ,rDf,24,0.0002,1,1,10,12,0
द्रिं,driṃ,driM,24,0.0002,13,3,1,5,2
ष्ट्ये,ṣṭye,zwye,24,0.0002,1,11,7,4,1
र्द्यू,rdyū,rdyU,24,0.0002,0,23,0,1,0
त्स्यै,tsyai,tsyE,24,0.0002,1,13,3,6,1
ड्डा,ḍḍā,qqA,24,0.0002,0,2,0,4,18
ञ्जां,ñjāṃ,YjAM,24,0.0002,1,5,3,14,1
द्व्ये,dvye,dvye,23,0.0002,0,3,12,5,3
ल्लः,llaḥ,llaH,23,0.0002,0,0,3,13,7
सूः,sūḥ,sUH,23,0.0002,9,3,4,7,0
न्थु,nthu,nTu,23,0.0002,0,7,9,7,0
म्ब्या,mbyā,mbyA,23,0.0002,2,3,9,8,1
म्णो,mṇo,mRo,23,0.0002,17,0,3,2,1
ह्व्यो,hvyo,hvyo,23,0.0002,5,9,4,3,2
ङ्क्ता,ṅktā,NktA,23,0.0002,12,5,3,1,2
र्ण्यो,rṇyo,rRyo,23,0.0002,4,2,13,3,1
ज्मी,jmī,jmI,23,0.0002,22,0,0,0,1
र्ङ्गी,rṅgī,rNgI,23,0.0002,0,1,1,20,1
ह्यौ,hyau,hyO,23,0.0002,5,6,7,4,1
छी,chī,CI,23,0.0002,3,3,8,5,4
ल्लाः,llāḥ,llAH,23,0.0002,0,10,7,6,0
श्रां,śrāṃ,SrAM,23,0.0002,4,3,5,8,3
भीं,bhīṃ,BIM,23,0.0002,4,8,3,8,0
र्तू,rtū,rtU,23,0.0002,20,0,3,0,0
म्भ्या,mbhyā,mByA,23,0.0002,17,1,1,4,0
क्त्व्,ktv,ktv,23,0.0002,23,0,0,0,0
व्राः,vrāḥ,vrAH,23,0.0002,12,1,8,2,0
स्कः,skaḥ,skaH,23,0.0002,3,6,8,2,4
ब्दां,bdāṃ,bdAM,23,0.0002,0,14,5,2,2
ङो,ṅo,No,23,0.0002,0,15,5,3,0
ञ्चां,ñcāṃ,YcAM,23,0.0002,0,3,6,13,1
ड्ये,ḍye,qye,23,0.0002,0,4,8,7,4
र्दिः,rdiḥ,rdiH,23,0.0002,7,6,7,3,0
