Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
viśudh	Verb	4	P.	viśodhanīya			"Future passive particle"	"    3"
viśodhay	Verb	10	Ā	viśodhayat			"Present Ind."	"    3"
viśodhay	Verb	10	Ā	viśodhya			"Future passive particle"	"    3"
viśuṣ	Verb	4	P.	viśuṣyamāṇa			"Present Passive"	"    3"
viśoṣay	Verb	10	Ā	viśoṣayat			"Present Ind."	"    3"
viśram	Verb	1	Ā	viśrāmyet	Third	Sg.	"Pres. Potential"	"    3"
viśram	Verb	1	Ā	viśrāmyat			"Present Ind."	"    3"
viśram	Verb	1	Ā	viśrāmya			Absolutive	"    3"
viśvas	Verb	1	Ā	viśvasanti	Third	Pl.	"Present Ind."	"    3"
viśvas	Verb	1	Ā	viśvasyāt	Third	Sg.	"Pres. Potential"	"    3"
viṣad	Verb	1	Ā	viṣīdet	Third	Sg.	"Pres. Potential"	"    3"
viṣah	Verb	1	P.	viṣehire	Third	Pl.	"Perfect Ind."	"    3"
viṣṭambh	Verb	9	Ā	viṣṭabhnoti	Third	Sg.	"Present Ind."	"    3"
viṣyand	Verb	1	Ā	viṣyandate	Third	Sg.	"Present Ind."	"    3"
visṛj	Verb	4	Ā	visṛjya			"Future passive particle"	"    3"
visṛp	Verb	1	Ā	visasṛpuḥ	Third	Pl.	"Perfect Ind."	"    3"
vistṛ	Verb	9	P.	vistīrya			Absolutive	"    3"
vispṛdh	Verb	1	P.	vispardhase	Second	Sg.	"Present Ind."	"    3"
vispṛdh	Verb	1	P.	vispardhamāna			"Present Ind."	"    3"
visphur	Verb	6	Ā	visphurati	Third	Sg.	"Present Ind."	"    3"
visphur	Verb	6	Ā	visphuramāṇa			"Present Ind."	"    3"
vismi	Verb	1	P.	vismayanīya			"Future passive particle"	"    3"
visraṁs	Verb	1	P.	visraṃsamāna			"Present Ind."	"    3"
visraṁs	Verb	1	P.	visrasaḥ			Infinitive	"    3"
visru	Verb	1	P.	visravat			"Present Ind."	"    3"
vihan	Verb	2	Ā	vihanyāt	Third	Sg.	"Pres. Potential"	"    3"
vihas	Verb	1	Ā	vihasita			"Past Passive Participle"	"    3"
vihā	Verb	3	Ā	vyajahāt	Third	Sg.	"Imperfect ind"	"    3"
vihā	Verb	3	Ā	vijahau	Third	Sg.	"Perfect Ind."	"    3"
vihā	Verb	3	Ā	vihīyate	Third	Sg.	"Present Passive"	"    3"
vihiṁs	Verb	7	Ā	vihiṃsanti	Third	Pl.	"Present Ind."	"    3"
vihṛ	Verb	1	Ā	viharema	First	Pl.	"Pres. Potential"	"    3"
vihṛ	Verb	1	Ā	vihariṣyasi	Second	Sg.	"Future Ind."	"    3"
vihṛ	Verb	1	Ā	vijahratuḥ	Third	Du.	"Perfect Ind."	"    3"
vihṛ	Verb	1	Ā	viharaṇīya			"Future passive particle"	"    3"
vihvā	Verb	6	Ā	vihvayante	Third	Pl.	"Present Ind."	"    3"
vihvā	Verb	6	Ā	vihavya			"Future passive particle"	"    3"
vī	Verb	2	Ā	vīyāt	Third	Sg.	"Pres. Potential"	"    3"
vī	Verb	2	Ā	vīyāya	Third	Sg.	"Perfect Ind."	"    3"
vīkṣ	Verb	4	P.	vīkṣante	Third	Pl.	"Present Ind."	"    3"
vyaktīkṛ	Verb	8	P.	vyaktīkṛta			"Past Passive Participle"	"    3"
vyatikram	Verb	1	P.	vyatikrāmet	Third	Sg.	"Pres. Potential"	"    3"
vyatiric	Verb	7	P.	vyatiricyante	Third	Pl.	"Present Passive"	"    3"
vyativṛt	Verb	1	Ā	vyativartate	Third	Sg.	"Present Ind."	"    3"
vyapakṛṣ	Verb	6	P.	vyapakarṣata	Third	Sg.	"Imperfect ind"	"    3"
vyape	Verb	2	P.	vyapeyātām	Third	Du.	"Pres. Potential"	"    3"
vyapoh	Verb	1	Ā	vyapohata	Third	Sg.	"Imperfect ind"	"    3"
vyabhicar	Verb	1	Ā	vyabhicarati	Third	Sg.	"Present Ind."	"    3"
vyavadhā	Verb	3	Ā	vyavadadhyāt	Third	Sg.	"Pres. Potential"	"    3"
vyavasā	Verb	6	Ā	vyavasyata	Third	Sg.	"Imperfect ind"	"    3"
vyavasthāpay	Verb	10	P.	vyavasthāpayati	Third	Sg.	"Present Ind."	"    3"
vyavahṛ	Verb	1	Ā	vyavaharanti	Third	Pl.	"Present Ind."	"    3"
vyavahṛ	Verb	1	Ā	vyavaharet	Third	Sg.	"Pres. Potential"	"    3"
vyavahṛ	Verb	1	Ā	vyavahṛta			"Past Passive Participle"	"    3"
vyaś	Verb	5	Ā	vyaśnute	Third	Sg.	"Present Ind."	"    3"
vyākṛ	Verb	8	Ā	vyākuryāḥ	Second	Sg.	"Pres. Potential"	"    3"
vyākṛ	Verb	8	Ā	vyākariṣyanti	Third	Pl.	"Future Ind."	"    3"
vyākṛ	Verb	8	Ā	vyākaraṇīya			"Future passive particle"	"    3"
vyākhyā	Verb	2	Ā	vyākhyāsyati	Third	Sg.	"Future Ind."	"    3"
vyākhyā	Verb	2	Ā	vyākhyāyamāna			"Present Passive"	"    3"
vyācakṣ	Verb	2	Ā	vyācakṣāṇa			"Present Ind."	"    3"
vyādiś	Verb	6	P.	vyādiśati	Third	Sg.	"Present Ind."	"    3"
vyāp	Verb	5	Ā	vyāpa	Third	Sg.	"Perfect Ind."	"    3"
vyāpad	Verb	4	Ā	vyāpadyate	Third	Sg.	"Present Passive"	"    3"
vyāpāday	Verb	10	P.	vyāpādayitavya			"Future passive particle"	"    3"
vyāpāday	Verb	10	P.	vyāpādya			Absolutive	"    3"
vyāyam	Verb	1	Ā	vyāyacchante	Third	Pl.	"Present Ind."	"    3"
vyāvartay	Verb	10	Ā	vyāvartayati	Third	Sg.	"Present Ind."	"    3"
vyāhṛ	Verb	1	Ā	vyāhariṣyasi	Second	Sg.	"Future Ind."	"    3"
vyāhṛ	Verb	1	Ā	vyāhartavya			"Future passive particle"	"    3"
vyuccar	Verb	1	Ā	vyuccaranti	Third	Pl.	"Present Ind."	"    3"
vyuccar	Verb	1	Ā	vyuccarat			"Present Ind."	"    3"
vyutpāday	Verb	10	P.	vyutpādya			Absolutive	"    3"
vyupaśam	Verb	4	P.	vyupaśāmyati	Third	Sg.	"Present Ind."	"    3"
vyupaśam	Verb	4	P.	vyupaśānta			"Past Passive Participle"	"    3"
vyūh	Verb	1	Ā	avyūhata	Third	Sg.	"Imperfect ind"	"    3"
vyṛdh	Verb	5	P.	vyṛdhyate	Third	Sg.	"Present Passive"	"    3"
śraddhā	Verb	1	P.	śraddadhīta	Third	Sg.	"Pres. Potential"	"    3"
śraddhā	Verb	1	P.	śraddhāsyati	Third	Sg.	"Future Ind."	"    3"
śraddhā	Verb	1	P.	śraddhātum			Infinitive	"    3"
saṁyaj	Verb	1	Ā	samījire	Third	Pl.	"Perfect Ind."	"    3"
saṁyam	Verb	1	Ā	saṃyacchāmi	First	Sg.	"Present Ind."	"    3"
saṁyam	Verb	1	Ā	saṃyacchet	Third	Sg.	"Pres. Potential"	"    3"
saṁyam	Verb	1	Ā	saṃyacchat			"Present Ind."	"    3"
saṁyuj	Verb	7	Ā	saṃyunaktu	Third	Sg.	"Pres. Imp."	"    3"
saṁyojay	Verb	10	Ā	saṃyojayanti	Third	Pl.	"Present Ind."	"    3"
saṁyojay	Verb	10	Ā	saṃyojayet	Third	Sg.	"Pres. Potential"	"    3"
saṁyojay	Verb	10	Ā	saṃyojaya	Second	Sg.	"Pres. Imp."	"    3"
saṁyojay	Verb	10	Ā	samayojayam	First	Sg.	"Imperfect ind"	"    3"
saṁrakṣ	Verb	1	Ā	saṃrakṣa	Second	Sg.	"Pres. Imp."	"    3"
saṁrakṣ	Verb	1	Ā	saṃrakṣitum			Infinitive	"    3"
saṁrabh	Verb	1	Ā	saṃrabhya			Absolutive	"    3"
saṁrocay	Verb	10	P.	samarocayat	Third	Sg.	"Imperfect ind"	"    3"
saṁrudh	Verb	7	P.	saṃrurodha	Third	Sg.	"Perfect Ind."	"    3"
saṁlakṣay	Verb	10	Ā	samalakṣyata	Third	Sg.	"Imperfect Ind. Passive "	"    3"
saṁlap	Verb	1	P.	saṃlapat			"Present Ind."	"    3"
saṁlikh	Verb	6	P.	saṃlikhita			"Past Passive Participle"	"    3"
saṁlih	Verb	2	P.	saṃlihat			"Present Ind."	"    3"
saṁloḍay	Verb	10	P.	saṃloḍyamāna			"Present Passive"	"    3"
saṁvac	Verb	3	Ā	samukta			"Past Passive Participle"	"    3"
saṁvad	Verb	1	Ā	saṃvadet	Third	Sg.	"Pres. Potential"	"    3"
saṁvad	Verb	1	Ā	saṃvadante	Third	Pl.	"Present Ind."	"    3"
saṁvas	Verb	1	Ā	saṃvasati	Third	Sg.	"Present Ind."	"    3"
saṁvas	Verb	1	Ā	saṃvaseyātām	Third	Du.	"Pres. Potential"	"    3"
saṁvā	Verb	2	P.	saṃvānti	Third	Pl.	"Present Ind."	"    3"
saṁvijñā	Verb	9	P.	saṃvijānat			"Present Ind."	"    3"
saṁvid	Verb	2	Ā	saṃvidvas			"Perfect Ind."	"    3"
saṁveday	Verb	10	Ā	saṃvedyate	Third	Sg.	"Present Passive"	"    3"
saṁvidhā	Verb	3	Ā	saṃvidhāsyati	Third	Sg.	"Future Ind."	"    3"
saṁvidhā	Verb	3	Ā	saṃvidhāsyanti	Third	Pl.	"Future Ind."	"    3"
saṁvidhā	Verb	3	Ā	saṃvidhīyate	Third	Sg.	"Present Passive"	"    3"
saṁviś	Verb	6	Ā	saṃviśāmi	First	Sg.	"Present Ind."	"    3"
saṁviś	Verb	6	Ā	saṃviśantu	Third	Pl.	"Pres. Imp."	"    3"
saṁveśay	Verb	10	P.	saṃveśayet	Third	Sg.	"Pres. Potential"	"    3"
saṁvṛt	Verb	1	Ā	saṃvartamāna			"Present Ind."	"    3"
saṁvartay	Verb	10	P.	saṃvartayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
saṁvardhay	Verb	10	P.	saṃvardhayiṣyati	Third	Sg.	"Future Ind."	"    3"
saṁvardhay	Verb	10	P.	saṃvardhayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
saṁvardhay	Verb	10	P.	saṃvardhayat			"Present Ind."	"    3"
saṁvardhay	Verb	10	P.	saṃvardhayitum			Infinitive	"    3"
saṁveṣṭay	Verb	10	P.	samaveṣṭayat	Third	Sg.	"Imperfect ind"	"    3"
saṁśaṁs	Verb	1	P.	saṃśasta			"Past Passive Participle"	"    3"
saṁśliṣ	Verb	4	P.	saṃśliṣyati	Third	Sg.	"Present Ind."	"    3"
saṁsad	Verb	2	P.	saṃsīdati	Third	Sg.	"Present Ind."	"    3"
saṁsādhay	Verb	10	P.	saṃsādhayati	Third	Sg.	"Present Ind."	"    3"
saṁsidh	Verb	4	Ā	saṃsidhyet	Third	Sg.	"Pres. Potential"	"    3"
saṁsu	Verb	5	P.	saṃsuta			"Past Passive Participle"	"    3"
saṁsṛj	Verb	6	Ā	saṃsṛjatu	Third	Sg.	"Pres. Imp."	"    3"
saṁsṛj	Verb	6	Ā	samasṛjat	Third	Sg.	"Imperfect ind"	"    3"
saṁsṛj	Verb	6	Ā	samasṛjyata	Third	Sg.	"Imperfect Ind. Passive "	"    3"
saṁsṛj	Verb	6	Ā	saṃsṛjat			"Present Ind."	"    3"
saṁsev	Verb	1	Ā	saṃsevyate	Third	Sg.	"Present Passive"	"    3"
saṁskṛ	Verb	8	Ā	saṃskuryāt	Third	Sg.	"Pres. Potential"	"    3"
saṁskṛ	Verb	8	Ā	saṃskriyatām	Third	Sg.	"Pres. Imperative Passive"	"    3"
saṁskṛ	Verb	8	Ā	saṃskartavya			"Future passive particle"	"    3"
saṁstu	Verb	5	P.	saṃstauṣi	Second	Sg.	"Present Ind."	"    3"
saṁstu	Verb	5	P.	saṃstotum			Infinitive	"    3"
saṁstṛ	Verb	1	P.	saṃtastāra	Third	Sg.	"Perfect Ind."	"    3"
saṁsthā	Verb	1	Ā	saṃsthāya			Absolutive	"    3"
saṁsthāpay	Verb	10	P.	saṃsthāpayanti	Third	Pl.	"Present Ind."	"    3"
saṁsthāpay	Verb	10	P.	saṃsthāpayāni	First	Sg.	"Pres. Imp."	"    3"
saṁspṛś	Verb	6	Ā	saṃspṛśya			"Future passive particle"	"    3"
saṁsmṛ	Verb	1	Ā	saṃsmariṣyati	Third	Sg.	"Future Ind."	"    3"
saṁsmṛ	Verb	1	Ā	saṃsmare	First	Sg.	"Present Ind."	"    3"
saṁsmṛ	Verb	1	Ā	saṃsmartum			Infinitive	"    3"
saṁsvar	Verb	1	P.	samasvaran	Third	Pl.	"Imperfect ind"	"    3"
saṁhan	Verb	2	P.	saṃhanti	Third	Sg.	"Present Ind."	"    3"
saṁhṛ	Verb	1	Ā	saṃhareta	Third	Sg.	"Pres. Potential"	"    3"
saṁhṛ	Verb	1	Ā	saṃharanti	Third	Pl.	"Present Ind."	"    3"
saṁhṛ	Verb	1	Ā	saṃhariṣyati	Third	Sg.	"Future Ind."	"    3"
saṁhṛṣ	Verb	1	Ā	samahṛṣyata	Third	Sg.	"Imperfect Ind. Passive "	"    3"
saṁkuñc	Verb	6	P.	saṃkucat			"Present Ind."	"    3"
saṁkṛt	Verb	6	Ā	samakṛntata	Third	Sg.	"Imperfect ind"	"    3"
saṁkṛ	Verb	6	P.	saṃkīryante	Third	Pl.	"Present Passive"	"    3"
saṁkﾱp	Verb	1	P.	saṃkalpante	Third	Pl.	"Present Ind."	"    3"
saṁkalpay	Verb	10	Ā	saṃkalpayet	Third	Sg.	"Pres. Potential"	"    3"
saṁkalpay	Verb	10	Ā	saṃkalpayitvā			Absolutive	"    3"
saṁkram	Verb	6	P.	saṃkrāmanti	Third	Pl.	"Present Ind."	"    3"
saṁkram	Verb	6	P.	saṃkramet	Third	Sg.	"Pres. Potential"	"    3"
saṁkram	Verb	6	P.	saṃkramiṣyanti	Third	Pl.	"Future Ind."	"    3"
saṁkram	Verb	6	P.	saṃkramya			Absolutive	"    3"
saṁkruś	Verb	4	P.	saṃcukruśuḥ	Third	Pl.	"Perfect Ind."	"    3"
saṁkliś	Verb	9	P.	saṃkliśyate	Third	Sg.	"Present Ind."	"    3"
saṁkṣi	Verb	9	P.	saṃkṣīyate	Third	Sg.	"Present Passive"	"    3"
saṁkṣi	Verb	9	P.	saṃkṣīyamāṇa			"Present Passive"	"    3"
saṁkhyā	Verb	2	P.	saṃkhyāyamāna			"Present Passive"	"    3"
saṁgam	Verb	6	Ā	saṃgacchet	Third	Sg.	"Pres. Potential"	"    3"
saṁgam	Verb	6	Ā	samajīgamam	First	Sg.	"Aorist Ind. Red."	"    3"
saṁgam	Verb	6	Ā	samagacche	First	Sg.	"Imperfect ind"	"    3"
saṁgā	Verb	4	Ā	samagāt	Third	Sg.	"Aorist Ind. Root."	"    3"
saṁgā	Verb	4	P.	saṃgīyamāna			"Present Passive"	"    3"
saṁgrah	Verb	6	P.	saṃgṛhṇīta	Third	Sg.	"Pres. Potential"	"    3"
saṁcāray	Verb	10	P.	saṃcārita			"Past Passive Participle"	"    3"
saṁcālay	Verb	10	P.	saṃcālya			Absolutive	"    3"
saṁci	Verb	5	Ā	saṃcinvat			"Present Ind."	"    3"
saṁci	Verb	5	Ā	saṃcitya			Absolutive	"    3"
saṁcintay	Verb	10	Ā	saṃcintayāmi	First	Sg.	"Present Ind."	"    3"
saṁcud	Verb	1	Ā	samacūcudat	Third	Sg.	"Aorist Ind. Red."	"    3"
saṁcūrṇay	Denom.	0	P.	saṃcūrṇayet	Third	Sg.	"Pres. Potential"	"    3"
saṁchāday	Verb	10	P.	saṃchādyate	Third	Sg.	"Present Passive"	"    3"
saṁchid	Verb	7	P.	saṃchidyamāna			"Present Passive"	"    3"
saṁjan	Verb	4	Ā	saṃjajñire	Third	Pl.	"Perfect Ind."	"    3"
saṁjanay	Verb	10	Ā	saṃjanayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
saṁji	Verb	1	P.	samajayan	Third	Pl.	"Imperfect ind"	"    3"
saṁji	Verb	1	P.	saṃjita			"Past Passive Participle"	"    3"
saṁjīv	Verb	1	Ā	saṃjīva	Second	Sg.	"Pres. Imp."	"    3"
saṁjīvay	Verb	10	Ā	samajīvayat	Third	Sg.	"Imperfect ind"	"    3"
saṁjṛ	Verb	4	P.	saṃjīrṇa			"Past Passive Participle"	"    3"
saṁjñā	Verb	9	Ā	saṃjānate	Third	Pl.	"Present Ind."	"    3"
satkṛ	Verb	8	Ā	satkariṣyati	Third	Sg.	"Future Ind."	"    3"
satkṛ	Verb	8	Ā	satkurute	Third	Sg.	"Present Ind."	"    3"
saṁtan	Verb	8	Ā	samatanvan	Third	Pl.	"Imperfect ind"	"    3"
saṁtan	Verb	8	Ā	saṃtatya			Absolutive	"    3"
saṁtap	Verb	4	Ā	saṃtapate	Third	Sg.	"Present Ind."	"    3"
saṁtap	Verb	4	Ā	saṃtapsyati	Third	Sg.	"Future Ind."	"    3"
saṁtāpay	Verb	10	P.	saṃtāpayanti	Third	Pl.	"Present Ind."	"    3"
saṁtāpay	Verb	10	P.	saṃtāpayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
saṁtarjay	Verb	10	P.	saṃtarjita			"Past Passive Participle"	"    3"
saṁtoṣay	Verb	10	Ā	saṃtoṣayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
saṁtarpay	Verb	10	Ā	saṃtarpayanti	Third	Pl.	"Present Ind."	"    3"
saṁtarpay	Verb	10	Ā	saṃtarpyante	Third	Pl.	"Present Passive"	"    3"
saṁtarpay	Verb	10	Ā	saṃtarpayat			"Present Ind."	"    3"
saṁtarpay	Verb	10	Ā	saṃtarpayitum			Infinitive	"    3"
saṁtṛ	Verb	1	Ā	saṃtarati	Third	Sg.	"Present Ind."	"    3"
saṁtṛ	Verb	1	Ā	saṃtaranti	Third	Pl.	"Present Ind."	"    3"
saṁtyaj	Verb	1	Ā	saṃtyaktvā			Absolutive	"    3"
saṁtras	Verb	4	P.	saṃtrasiṣyati	Third	Sg.	"Future Ind."	"    3"
saṁtvar	Verb	1	Ā	samatvaranta	Third	Pl.	"Imperfect ind"	"    3"
saṁtvaray	Verb	10	P.	saṃtvarayanti	Third	Pl.	"Present Ind."	"    3"
saṁdah	Verb	1	P.	saṃdahyeran	Third	Pl.	"Pres. Opt Passive"	"    3"
saṁdah	Verb	1	P.	saṃdahya			Absolutive	"    3"
saṁdiś	Verb	6	Ā	saṃdiśanti	Third	Pl.	"Present Ind."	"    3"
saṁdiś	Verb	6	Ā	saṃdiśat			"Present Ind."	"    3"
saṁdiś	Verb	6	Ā	saṃdeśya			"Future passive particle"	"    3"
saṁdṛś	Verb	4	Ā	samadṛśyata	Third	Sg.	"Imperfect ind"	"    3"
saṁdṛś	Verb	4	Ā	saṃdṛśya			"Future passive particle"	"    3"
saṁdarśay	Verb	10	P.	samadarśayat	Third	Sg.	"Imperfect ind"	"    3"
saṁdarśay	Verb	10	P.	saṃdarśayiṣyāmaḥ	First	Pl.	"Future Ind."	"    3"
saṁdru	Verb	1	P.	saṃdravati	Third	Sg.	"Present Ind."	"    3"
saṁdhā	Verb	1	P.	samadhattām	Third	Du.	"Imperfect ind"	"    3"
saṁdhā	Verb	1	P.	saṃdhayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    3"
saṁdhā	Verb	1	P.	saṃdhātavya			"Future passive particle"	"    3"
saṁdhāray	Verb	10	Ā	saṃdhārayati	Third	Sg.	"Present Ind."	"    3"
saṁdhāray	Verb	10	Ā	saṃdhārayanti	Third	Pl.	"Present Ind."	"    3"
saṁdhāray	Verb	10	Ā	saṃdhārayat			"Present Ind."	"    3"
saṁnam	Verb	1	Ā	saṃnamet	Third	Sg.	"Pres. Potential"	"    3"
saṁnah	Verb	4	Ā	saṃnahyadhvam	Second	Pl.	"Pres. Imp."	"    3"
saṁnah	Verb	4	Ā	saṃnahyat			"Present Ind."	"    3"
saṁnidhā	Verb	3	Ā	saṃnyadadhata	Third	Pl.	"Imperfect ind"	"    3"
saṁnipat	Verb	1	P.	saṃnipatanti	Third	Pl.	"Present Ind."	"    3"
saṁnipat	Verb	1	P.	saṃnipetatuḥ	Third	Du.	"Perfect Ind."	"    3"
saṁnipātay	Verb	10	P.	saṃnipātyantām	Third	Pl.	"Pres. Imperative Passive"	"    3"
saṁniyojay	Verb	10	P.	saṃniyojita			"Past Passive Participle"	"    3"
saṁniveśay	Verb	10	P.	saṃniveśita			"Past Passive Participle"	"    3"
saṁnivṛt	Verb	1	Ā	saṃnivartasva	Second	Sg.	"Pres. Imp."	"    3"
saṁnivṛt	Verb	1	Ā	saṃnivṛtya			Absolutive	"    3"
saṁnivartay	Verb	10	Ā	saṃnivartaya	Second	Sg.	"Pres. Imp."	"    3"
samañj	Verb	7	Ā	samanakti	Third	Sg.	"Present Ind."	"    3"
samañj	Verb	7	Ā	samaṅgdhi	Second	Sg.	"Pres. Imp."	"    3"
samañj	Verb	7	Ā	samaṅkte	Third	Sg.	"Present Ind."	"    3"
samanucintay	Verb	10	P.	samanucintaya	Second	Sg.	"Pres. Imp."	"    3"
samanuvraj	Verb	1	P.	samanuvrajan	Third	Pl.	"Imperfect ind"	"    3"
samanusmṛ	Verb	1	P.	samanusmṛtya			Absolutive	"    3"
samanvārabh	Verb	1	Ā	samanvārabhante	Third	Pl.	"Present Ind."	"    3"
samanviṣ	Verb	1	P.	samanveṣitum			Infinitive	"    3"
samabhikram	Verb	1	P.	samabhikramya			Absolutive	"    3"
samabhidru	Verb	1	P.	samabhidudruvuḥ	Third	Pl.	"Perfect Ind."	"    3"
samabhidhā	Verb	3	Ā	samabhyadhatta	Third	Sg.	"Imperfect ind"	"    3"
samabhipad	Verb	4	P.	samabhipadyate	Third	Sg.	"Present Ind."	"    3"
samabhipad	Verb	4	P.	samabhipadyata	Third	Sg.	"Imperfect ind"	"    3"
samabhivāday	Verb	10	P.	samabhivādya			Absolutive	"    3"
samabhyas	Verb	1	P.	samabhyasta			"Past Passive Participle"	"    3"
samabhyāgā	Verb	3	P.	samabhyāgāt	Third	Sg.	"Aorist Ind. Root."	"    3"
samarthay	Denom.	0	Ā	samarthitavat			"Past Active Participle"	"    3"
samavaṣṭambh	Verb	9	P.	samavaṣṭabhya			Absolutive	"    3"
samavāp	Verb	5	Ā	samavāpyate	Third	Sg.	"Present Passive"	"    3"
samavāp	Verb	5	Ā	samavāpnuhi	Second	Sg.	"Pres. Imp."	"    3"
samavāp	Verb	5	Ā	samavāpta			"Past Passive Participle"	"    3"
samavāp	Verb	5	Ā	samavāptavat			"Past Active Participle"	"    3"
samavekṣ	Verb	1	P.	samavekṣate	Third	Sg.	"Present Ind."	"    3"
samavekṣ	Verb	1	P.	samavekṣitum			Infinitive	"    3"
samas	Verb	4	P.	samasta			"Past Passive Participle"	"    3"
samākṣip	Verb	6	Ā	samākṣipat			"Present Ind."	"    3"
samākhyā	Verb	4	P.	samākhyātum			Infinitive	"    3"
samāgam	Verb	6	P.	samāgacchati	Third	Sg.	"Present Ind."	"    3"
samāgam	Verb	6	P.	samāgacchan	Third	Pl.	"Imperfect ind"	"    3"
samāgam	Verb	6	P.	samāgantum			Infinitive	"    3"
samācar	Verb	1	Ā	samācaranti	Third	Pl.	"Present Ind."	"    3"
samācar	Verb	1	Ā	samācīrṇa			"Past Passive Participle"	"    3"
samācchid	Verb	7	P.	samāchinat	Third	Sg.	"Imperfect ind"	"    3"
samādā	Verb	3	Ā	samādadyāt	Third	Sg.	"Pres. Potential"	"    3"
samādā	Verb	3	Ā	samādeya			"Future passive particle"	"    3"
samādā	Verb	3	Ā	samādātum			Infinitive	"    3"
samādhā	Verb	1	P.	samādadhat	Third	Sg.	"Imperfect ind"	"    3"
samādhā	Verb	1	P.	samādadhat			"Present Ind."	"    3"
samādham	Verb	1	P.	samādhmāta			"Past Passive Participle"	"    3"
samānī	Verb	1	Ā	samānayan	Third	Pl.	"Imperfect ind"	"    3"
samānī	Verb	1	Ā	samāninye	Third	Sg.	"Perfect Ind."	"    3"
samāpad	Verb	4	P.	samāpadyante	Third	Pl.	"Present Ind."	"    3"
samāpad	Verb	4	P.	samāpadya			Absolutive	"    3"
samābhā	Verb	2	P.	samābhāti	Third	Sg.	"Present Ind."	"    3"
samāyam	Verb	1	P.	samāyata			"Past Passive Participle"	"    3"
samāyā	Verb	2	P.	samāyāt	Third	Sg.	"Imperfect ind"	"    3"
samārabh	Verb	1	P.	samārabham	First	Sg.	"Imperfect ind"	"    3"
samārabh	Verb	1	P.	samārabhate	Third	Sg.	"Present Ind."	"    3"
samārādhay	Verb	10	Ā	samārādhaya	Second	Sg.	"Pres. Imp."	"    3"
samārādhay	Verb	10	Ā	samārādhayitum			Infinitive	"    3"
samāruh	Verb	6	Ā	samārohan	Third	Pl.	"Imperfect ind"	"    3"
samāruh	Verb	6	Ā	samāruroha	Third	Sg.	"Perfect Ind."	"    3"
samālabh	Verb	1	Ā	samālabheta	Third	Sg.	"Pres. Potential"	"    3"
samālip	Verb	6	P.	samālipya			Absolutive	"    3"
samāviś	Verb	6	Ā	samāviśat			"Present Ind."	"    3"
samāveśay	Verb	10	Ā	samāveśita			"Past Passive Participle"	"    3"
samāveṣṭay	Verb	10	P.	samāveṣṭya			Absolutive	"    3"
samāśri	Verb	1	Ā	samāśrayat	Third	Sg.	"Imperfect ind"	"    3"
samāśliṣ	Verb	6	P.	samāśliṣṭa			"Past Passive Participle"	"    3"
samāsāday	Verb	10	P.	samāsādita			"Past Passive Participle"	"    3"
samāsāday	Verb	10	P.	samāsāditavat			"Past Active Participle"	"    3"
samāsāday	Verb	10	P.	samāsādayitum			Infinitive	"    3"
samāhan	Verb	4	Ā	samājaghnatuḥ	Third	Du.	"Perfect Ind."	"    3"
samāhṛ	Verb	2	P.	samāharat	Third	Sg.	"Imperfect ind"	"    3"
samāhvā	Verb	4	Ā	samāhvayati	Third	Sg.	"Present Ind."	"    3"
samāhvā	Verb	4	Ā	samāhvayata	Third	Sg.	"Imperfect ind"	"    3"
sami	Verb	2	Ā	samīyāya	Third	Sg.	"Perfect Ind."	"    3"
sami	Verb	2	Ā	samīyivas			"Perfect Ind."	"    3"
samīkṣ	Verb	1	Ā	samaikṣata	Third	Sg.	"Imperfect ind"	"    3"
samīray	Verb	10	Ā	samairayat	Third	Sg.	"Imperfect ind"	"    3"
samīh	Verb	1	P.	samīheta	Third	Sg.	"Pres. Potential"	"    3"
samuccar	Verb	1	Ā	samuccarat			"Present Ind."	"    3"
samujjval	Verb	1	P.	samujjvalat			"Present Ind."	"    3"
samutkram	Verb	1	P.	samutkramya			Absolutive	"    3"
samutthā	Verb	1	Ā	samuttiṣṭhataḥ	Third	Du.	"Present Ind."	"    3"
samutthā	Verb	1	Ā	samuttiṣṭhet	Third	Sg.	"Pres. Potential"	"    3"
samutthā	Verb	1	Ā	samuttiṣṭhatu	Third	Sg.	"Pres. Imp."	"    3"
samutthā	Verb	1	Ā	samuttiṣṭhat			"Present Ind."	"    3"
samutpad	Verb	4	P.	samutpadyate	Third	Sg.	"Present Ind."	"    3"
samutpad	Verb	4	P.	samudapadyata	Third	Sg.	"Imperfect ind"	"    3"
samutpad	Verb	4	P.	samutpatsyati	Third	Sg.	"Future Ind."	"    3"
samutsṛj	Verb	6	Ā	samutsraṣṭum			Infinitive	"    3"
samudāvah	Verb	1	P.	samudāvahat	Third	Sg.	"Imperfect ind"	"    3"
samudīkṣ	Verb	1	P.	samudīkṣante	Third	Pl.	"Present Ind."	"    3"
samudīkṣ	Verb	1	P.	samudīkṣat			"Present Ind."	"    3"
samudīray	Verb	10	P.	samudīrayet	Third	Sg.	"Pres. Potential"	"    3"
